Course,Term_Offered,Campus
LAWS8016,Term 3 2019,"Main Campus, Kensington"
LAWS8026,Term 3 2019,"Main Campus, Kensington"
LAWS8052,Term 3 2019,"Main Campus, Kensington"
LAWS8076,Term 3 2019,"Main Campus, Kensington"
LAWS8086,Term 3 2019,"Main Campus, Kensington"
LAWS8091,Term 3 2019,"Main Campus, Kensington"
LAWS8104,Term 3 2019,"Main Campus, Kensington"
LAWS8117,Term 3 2019,"Main Campus, Kensington"
LAWS8123,Term 3 2019,"Main Campus, Kensington"
LAWS8165,Term 3 2019,"Main Campus, Kensington"
LAWS8166,Term 3 2019,"Main Campus, Kensington"
LAWS8168,Term 3 2019,"Main Campus, Kensington"
LAWS8173,Term 3 2019,"Main Campus, Kensington"
LAWS8180,Term 3 2019,"Main Campus, Kensington"
LAWS8185,Term 3 2019,"Main Campus, Kensington"
LAWS8189,Term 3 2019,"Main Campus, Kensington"
LAWS8203,Term 3 2019,"Main Campus, Kensington"
LAWS8213,Term 3 2019,"Main Campus, Kensington"
LAWS8214,Term 3 2019,"Main Campus, Kensington"
LAWS8422,Term 3 2019,"Main Campus, Kensington"
LAWS8423,Term 3 2019,"Main Campus, Kensington"
LAWS8423,Term 3 2019,"Main Campus, Kensington"
LAWS8425,Term 3 2019,"Main Campus, Kensington"
LAWS8972,Term 3 2019,"Main Campus, Kensington"
LAWS8991,Term 3 2019,"Main Campus, Kensington"
LAWS8993,Term 3 2019,"Main Campus, Kensington"
LAWS9801,Term 3 2019,"Main Campus, Kensington"
LING5001,Term 1 2019,"Main Campus, Kensington"
LING5006,Term 1 2019,"Main Campus, Kensington"
LING5024,Term 1 2019,"Main Campus, Kensington"
LING5026,Term 1 2019,"Main Campus, Kensington"
LING5032,Term 1 2019,"Main Campus, Kensington"
LING5033,Term 1 2019,"Main Campus, Kensington"
LING8301,Term 1 2019,"Main Campus, Kensington"
LING8302,Term 1 2019,"Main Campus, Kensington"
LING5005,Term 2 2019,"Main Campus, Kensington"
LING5022,Term 2 2019,"Main Campus, Kensington"
LING5029,Term 2 2019,"Main Campus, Kensington"
LING5031,Term 2 2019,"Main Campus, Kensington"
LING5032,Term 2 2019,"Main Campus, Kensington"
LING5033,Term 2 2019,"Main Campus, Kensington"
LING8301,Term 2 2019,"Main Campus, Kensington"
LING8302,Term 2 2019,"Main Campus, Kensington"
LING5003,Term 3 2019,"Main Campus, Kensington"
LING5015,Term 3 2019,"Main Campus, Kensington"
LING5027,Term 3 2019,"Main Campus, Kensington"
LING5032,Term 3 2019,"Main Campus, Kensington"
LING5033,Term 3 2019,"Main Campus, Kensington"
LING5035,Term 3 2019,"Main Campus, Kensington"
LING5037,Term 3 2019,"Main Campus, Kensington"
LING8301,Term 3 2019,"Main Campus, Kensington"
LING8302,Term 3 2019,"Main Campus, Kensington"
MANF3100,Term 1 2019,"Main Campus, Kensington"
MANF4100,Term 1 2019,"Main Campus, Kensington"
MANF4430,Term 1 2019,"Main Campus, Kensington"
MANF6860,Term 1 2019,"Main Campus, Kensington"
MANF9000,Term 1 2019,"Main Campus, Kensington"
MANF9001,Term 1 2019,"Main Campus, Kensington"
MANF9544,Term 1 2019,"Main Campus, Kensington"
MANF3510,Term 2 2019,"Main Campus, Kensington"
MANF4611,Term 2 2019,"Main Campus, Kensington"
MANF9000,Term 2 2019,"Main Campus, Kensington"
MANF9001,Term 2 2019,"Main Campus, Kensington"
MANF9400,Term 2 2019,"Main Campus, Kensington"
MANF9472,Term 2 2019,"Main Campus, Kensington"
MANF9000,Term 3 2019,"Main Campus, Kensington"
MANF9001,Term 3 2019,"Main Campus, Kensington"
MANF9420,Term 3 2019,"Main Campus, Kensington"
MANF9543,Term 3 2019,"Main Campus, Kensington"
MARK1012,Summer Term 2019,"Main Campus, Kensington"
MARK5800,Summer Term 2019,"Main Campus, Kensington"
MARK1012,Term 1 2019,"Main Campus, Kensington"
MARK2051,Term 1 2019,"Main Campus, Kensington"
MARK2052,Term 1 2019,"Main Campus, Kensington"
MARK2071,Term 1 2019,"Main Campus, Kensington"
MARK2101,Term 1 2019,"Main Campus, Kensington"
MARK3054,Term 1 2019,"Main Campus, Kensington"
MARK3090,Term 1 2019,"Main Campus, Kensington"
MARK3091,Term 1 2019,"Main Campus, Kensington"
MARK3092,Term 1 2019,"Main Campus, Kensington"
MARK3202,Term 1 2019,"Main Campus, Kensington"
MARK4211,Term 1 2019,"Main Campus, Kensington"
MARK4214,Term 1 2019,"Main Campus, Kensington"
MARK5000,Term 1 2019,"Main Campus, Kensington"
MARK5001,Term 1 2019,"Main Campus, Kensington"
MARK5700,Term 1 2019,"Main Campus, Kensington"
MARK5800,Term 1 2019,"Main Campus, Kensington"
MARK5822,Term 1 2019,"Main Campus, Kensington"
MARK5824,Term 1 2019,"Main Campus, Kensington"
MARK5828,Term 1 2019,"Main Campus, Kensington"
MARK6101,Term 1 2019,"Main Campus, Kensington"
MARK6105,Term 1 2019,"Main Campus, Kensington"
MARK8992,Term 1 2019,"Main Campus, Kensington"
MARK8996,Term 1 2019,"Main Campus, Kensington"
MARK1012,Term 2 2019,"Main Campus, Kensington"
MARK2051,Term 2 2019,"Main Campus, Kensington"
MARK2052,Term 2 2019,"Main Campus, Kensington"
MARK2053,Term 2 2019,"Main Campus, Kensington"
MARK2060,Term 2 2019,"Main Campus, Kensington"
MARK2085,Term 2 2019,"Main Campus, Kensington"
MARK3081,Term 2 2019,"Main Campus, Kensington"
MARK3082,Term 2 2019,"Main Campus, Kensington"
MARK3085,Term 2 2019,"Main Campus, Kensington"
MARK3202,Term 2 2019,"Main Campus, Kensington"
MARK3303,Term 2 2019,"Main Campus, Kensington"
MARK5000,Term 2 2019,"Main Campus, Kensington"
MARK5001,Term 2 2019,"Main Campus, Kensington"
MARK5700,Term 2 2019,"Main Campus, Kensington"
MARK5800,Term 2 2019,"Main Campus, Kensington"
MARK5811,Term 2 2019,"Main Campus, Kensington"
MARK5812,Term 2 2019,"Main Campus, Kensington"
MARK5814,Term 2 2019,"Main Campus, Kensington"
MARK5816,Term 2 2019,"Main Campus, Kensington"
MARK5820,Term 2 2019,"Main Campus, Kensington"
MARK5826,Term 2 2019,"Main Campus, Kensington"
MARK6102,Term 2 2019,"Main Campus, Kensington"
MARK1012,Term 3 2019,"Main Campus, Kensington"
MARK2051,Term 3 2019,"Main Campus, Kensington"
MARK2052,Term 3 2019,"Main Campus, Kensington"
MARK2055,Term 3 2019,"Main Campus, Kensington"
MARK2060,Term 3 2019,"Main Campus, Kensington"
MARK2071,Term 3 2019,"Main Campus, Kensington"
MARK3054,Term 3 2019,"Main Campus, Kensington"
MARK3082,Term 3 2019,"Main Campus, Kensington"
MARK3092,Term 3 2019,"Main Campus, Kensington"
MARK3303,Term 3 2019,"Main Campus, Kensington"
MARK4210,Term 3 2019,"Main Campus, Kensington"
MARK5000,Term 3 2019,"Main Campus, Kensington"
MARK5001,Term 3 2019,"Main Campus, Kensington"
MARK5700,Term 3 2019,"Main Campus, Kensington"
MARK5810,Term 3 2019,"Main Campus, Kensington"
MARK5811,Term 3 2019,"Main Campus, Kensington"
MARK5813,Term 3 2019,"Main Campus, Kensington"
MARK5821,Term 3 2019,"Main Campus, Kensington"
MARK5827,Term 3 2019,"Main Campus, Kensington"
MARK6110,Term 3 2019,"Main Campus, Kensington"
MARK6111,Term 3 2019,"Main Campus, Kensington"
MARK8995,Term 3 2019,"Main Campus, Kensington"
MATH5015,Summer Term 2019,"Main Campus, Kensington"
MATH1011,Term 1 2019,"Main Campus, Kensington"
MATH1031,Term 1 2019,"Main Campus, Kensington"
MATH1041,Term 1 2019,"Main Campus, Kensington"
MATH1081,Term 1 2019,"Main Campus, Kensington"
MATH1131,Term 1 2019,"Main Campus, Kensington"
MATH1141,Term 1 2019,"Main Campus, Kensington"
MATH1151,Term 1 2019,"Main Campus, Kensington"
MATH1231,Term 1 2019,"Main Campus, Kensington"
MATH1241,Term 1 2019,"Main Campus, Kensington"
MATH2011,Term 1 2019,"Main Campus, Kensington"
MATH2018,Term 1 2019,"Main Campus, Kensington"
MATH2019,Term 1 2019,"Main Campus, Kensington"
MATH2089,Term 1 2019,"Main Campus, Kensington"
MATH2111,Term 1 2019,"Main Campus, Kensington"
MATH2241,Term 1 2019,"Main Campus, Kensington"
MATH2301,Term 1 2019,"Main Campus, Kensington"
MATH2871,Term 1 2019,"Main Campus, Kensington"
MATH3000,Term 1 2019,"Main Campus, Kensington"
MATH3001,Term 1 2019,"Main Campus, Kensington"
MATH3002,Term 1 2019,"Main Campus, Kensington"
MATH3121,Term 1 2019,"Main Campus, Kensington"
MATH3161,Term 1 2019,"Main Campus, Kensington"
MATH3261,Term 1 2019,"Main Campus, Kensington"
MATH3361,Term 1 2019,"Main Campus, Kensington"
MATH3521,Term 1 2019,"Main Campus, Kensington"
MATH3560,Term 1 2019,"Main Campus, Kensington"
MATH3570,Term 1 2019,"Main Campus, Kensington"
MATH3711,Term 1 2019,"Main Campus, Kensington"
MATH3801,Term 1 2019,"Main Campus, Kensington"
MATH3811,Term 1 2019,"Main Campus, Kensington"
MATH3901,Term 1 2019,"Main Campus, Kensington"
MATH3911,Term 1 2019,"Main Campus, Kensington"
MATH4001,Term 1 2019,"Main Campus, Kensington"
MATH4002,Term 1 2019,"Main Campus, Kensington"
MATH5001,Term 1 2019,"Main Campus, Kensington"
MATH5003,Term 1 2019,"Main Campus, Kensington"
MATH5004,Term 1 2019,"Main Campus, Kensington"
MATH5005,Term 1 2019,"Main Campus, Kensington"
MATH5006,Term 1 2019,"Main Campus, Kensington"
MATH5015,Term 1 2019,"Main Campus, Kensington"
MATH5025,Term 1 2019,"Main Campus, Kensington"
MATH5055,Term 1 2019,"Main Campus, Kensington"
MATH5165,Term 1 2019,"Main Campus, Kensington"
MATH5175,Term 1 2019,"Main Campus, Kensington"
MATH5285,Term 1 2019,"Main Campus, Kensington"
MATH5361,Term 1 2019,"Main Campus, Kensington"
MATH5515,Term 1 2019,"Main Campus, Kensington"
MATH5605,Term 1 2019,"Main Campus, Kensington"
MATH5706,Term 1 2019,"Main Campus, Kensington"
MATH5735,Term 1 2019,"Main Campus, Kensington"
MATH5835,Term 1 2019,"Main Campus, Kensington"
MATH5845,Term 1 2019,"Main Campus, Kensington"
MATH5846,Term 1 2019,"Main Campus, Kensington"
MATH5856,Term 1 2019,"Main Campus, Kensington"
MATH5925,Term 1 2019,"Main Campus, Kensington"
MATH5975,Term 1 2019,"Main Campus, Kensington"
MATH5995,Term 1 2019,"Main Campus, Kensington"
MATH1041,Term 2 2019,"Main Campus, Kensington"
MATH1081,Term 2 2019,"Main Campus, Kensington"
MATH1099,Term 2 2019,"Main Campus, Kensington"
MATH1131,Term 2 2019,"Main Campus, Kensington"
MATH1231,Term 2 2019,"Main Campus, Kensington"
MATH1241,Term 2 2019,"Main Campus, Kensington"
MATH1251,Term 2 2019,"Main Campus, Kensington"
MATH2018,Term 2 2019,"Main Campus, Kensington"
MATH2089,Term 2 2019,"Main Campus, Kensington"
MATH2099,Term 2 2019,"Main Campus, Kensington"
MATH2121,Term 2 2019,"Main Campus, Kensington"
MATH2221,Term 2 2019,"Main Campus, Kensington"
MATH2400,Term 2 2019,"Main Campus, Kensington"
MATH2501,Term 2 2019,"Main Campus, Kensington"
MATH2601,Term 2 2019,"Main Campus, Kensington"
MATH2801,Term 2 2019,"Main Campus, Kensington"
MATH2859,Term 2 2019,"Main Campus, Kensington"
MATH2901,Term 2 2019,"Main Campus, Kensington"
MATH3000,Term 2 2019,"Main Campus, Kensington"
MATH3001,Term 2 2019,"Main Campus, Kensington"
MATH3002,Term 2 2019,"Main Campus, Kensington"
MATH3041,Term 2 2019,"Main Campus, Kensington"
MATH3201,Term 2 2019,"Main Campus, Kensington"
MATH3311,Term 2 2019,"Main Campus, Kensington"
MATH3531,Term 2 2019,"Main Campus, Kensington"
MATH3611,Term 2 2019,"Main Campus, Kensington"
MATH3821,Term 2 2019,"Main Campus, Kensington"
MATH3831,Term 2 2019,"Main Campus, Kensington"
MATH3841,Term 2 2019,"Main Campus, Kensington"
MATH4001,Term 2 2019,"Main Campus, Kensington"
MATH4002,Term 2 2019,"Main Campus, Kensington"
MATH5001,Term 2 2019,"Main Campus, Kensington"
MATH5003,Term 2 2019,"Main Campus, Kensington"
MATH5004,Term 2 2019,"Main Campus, Kensington"
MATH5005,Term 2 2019,"Main Campus, Kensington"
MATH5006,Term 2 2019,"Main Campus, Kensington"
MATH5015,Term 2 2019,"Main Campus, Kensington"
MATH5055,Term 2 2019,"Main Campus, Kensington"
MATH5335,Term 2 2019,"Main Campus, Kensington"
MATH5525,Term 2 2019,"Main Campus, Kensington"
MATH5615,Term 2 2019,"Main Campus, Kensington"
MATH5665,Term 2 2019,"Main Campus, Kensington"
MATH5705,Term 2 2019,"Main Campus, Kensington"
MATH5805,Term 2 2019,"Main Campus, Kensington"
MATH5885,Term 2 2019,"Main Campus, Kensington"
MATH5905,Term 2 2019,"Main Campus, Kensington"
MATH5916,Term 2 2019,"Main Campus, Kensington"
MATH5925,Term 2 2019,"Main Campus, Kensington"
MATH5965,Term 2 2019,"Main Campus, Kensington"
MATH6781,Term 2 2019,"Main Campus, Kensington"
MATH1011,Term 3 2019,"Main Campus, Kensington"
MATH1031,Term 3 2019,"Main Campus, Kensington"
MATH1041,Term 3 2019,"Main Campus, Kensington"
MATH1081,Term 3 2019,"Main Campus, Kensington"
MATH1099,Term 3 2019,"Main Campus, Kensington"
MATH1131,Term 3 2019,"Main Campus, Kensington"
MATH1141,Term 3 2019,"Main Campus, Kensington"
MATH1231,Term 3 2019,"Main Campus, Kensington"
MATH2018,Term 3 2019,"Main Campus, Kensington"
MATH2019,Term 3 2019,"Main Campus, Kensington"
MATH2069,Term 3 2019,"Main Campus, Kensington"
MATH2521,Term 3 2019,"Main Campus, Kensington"
MATH2621,Term 3 2019,"Main Campus, Kensington"
MATH2701,Term 3 2019,"Main Campus, Kensington"
MATH2831,Term 3 2019,"Main Campus, Kensington"
MATH2931,Term 3 2019,"Main Campus, Kensington"
MATH3000,Term 3 2019,"Main Campus, Kensington"
MATH3001,Term 3 2019,"Main Campus, Kensington"
MATH3002,Term 3 2019,"Main Campus, Kensington"
MATH3101,Term 3 2019,"Main Campus, Kensington"
MATH3171,Term 3 2019,"Main Campus, Kensington"
MATH3411,Term 3 2019,"Main Campus, Kensington"
MATH3511,Term 3 2019,"Main Campus, Kensington"
MATH3701,Term 3 2019,"Main Campus, Kensington"
MATH3851,Term 3 2019,"Main Campus, Kensington"
MATH3871,Term 3 2019,"Main Campus, Kensington"
MATH4001,Term 3 2019,"Main Campus, Kensington"
MATH4002,Term 3 2019,"Main Campus, Kensington"
MATH5003,Term 3 2019,"Main Campus, Kensington"
MATH5004,Term 3 2019,"Main Campus, Kensington"
MATH5005,Term 3 2019,"Main Campus, Kensington"
MATH5006,Term 3 2019,"Main Campus, Kensington"
MATH5025,Term 3 2019,"Main Campus, Kensington"
MATH5171,Term 3 2019,"Main Campus, Kensington"
MATH5185,Term 3 2019,"Main Campus, Kensington"
MATH5295,Term 3 2019,"Main Campus, Kensington"
MATH5305,Term 3 2019,"Main Campus, Kensington"
MATH5425,Term 3 2019,"Main Campus, Kensington"
MATH5535,Term 3 2019,"Main Campus, Kensington"
MATH5645,Term 3 2019,"Main Campus, Kensington"
MATH5700,Term 3 2019,"Main Campus, Kensington"
MATH5806,Term 3 2019,"Main Campus, Kensington"
MATH5816,Term 3 2019,"Main Campus, Kensington"
MATH5825,Term 3 2019,"Main Campus, Kensington"
MATH5836,Term 3 2019,"Main Campus, Kensington"
MATH5855,Term 3 2019,"Main Campus, Kensington"
MATH5895,Term 3 2019,"Main Campus, Kensington"
MATH5925,Term 3 2019,"Main Campus, Kensington"
MATH5960,Term 3 2019,"Main Campus, Kensington"
MATH5985,Term 3 2019,"Main Campus, Kensington"
MATS0100,Term 1 2019,"Main Campus, Kensington"
MATS0200,Term 1 2019,"Main Campus, Kensington"
MATS1192,Term 1 2019,"Main Campus, Kensington"
MATS1902,Term 1 2019,"Main Campus, Kensington"
MATS2001,Term 1 2019,"Main Campus, Kensington"
MATS2003,Term 1 2019,"Main Campus, Kensington"
MATS3001,Term 1 2019,"Main Campus, Kensington"
MATS3002,Term 1 2019,"Main Campus, Kensington"
MATS3003,Term 1 2019,"Main Campus, Kensington"
MATS3005,Term 1 2019,"Main Campus, Kensington"
MATS4002,Term 1 2019,"Main Campus, Kensington"
MATS4008,Term 1 2019,"Main Campus, Kensington"
MATS4100,Term 1 2019,"Main Campus, Kensington"
MATS4504,Term 1 2019,"Main Campus, Kensington"
MATS4505,Term 1 2019,"Main Campus, Kensington"
MATS5001,Term 1 2019,"Main Campus, Kensington"
MATS6001,Term 1 2019,"Main Campus, Kensington"
MATS6003,Term 1 2019,"Main Campus, Kensington"
MATS6104,Term 1 2019,"Main Campus, Kensington"
MATS6106,Term 1 2019,"Main Campus, Kensington"
MATS6107,Term 1 2019,"Main Campus, Kensington"
MATS6112,Term 1 2019,"Main Campus, Kensington"
MATS6113,Term 1 2019,"Main Campus, Kensington"
MATS6114,Term 1 2019,"Main Campus, Kensington"
MATS0100,Term 2 2019,"Main Campus, Kensington"
MATS0200,Term 2 2019,"Main Campus, Kensington"
MATS1101,Term 2 2019,"Main Campus, Kensington"
MATS1903,Term 2 2019,"Main Campus, Kensington"
MATS2004,Term 2 2019,"Main Campus, Kensington"
MATS2005,Term 2 2019,"Main Campus, Kensington"
MATS2008,Term 2 2019,"Main Campus, Kensington"
MATS3004,Term 2 2019,"Main Campus, Kensington"
MATS3006,Term 2 2019,"Main Campus, Kensington"
MATS3007,Term 2 2019,"Main Campus, Kensington"
MATS4001,Term 2 2019,"Main Campus, Kensington"
MATS4003,Term 2 2019,"Main Campus, Kensington"
MATS4004,Term 2 2019,"Main Campus, Kensington"
MATS4005,Term 2 2019,"Main Campus, Kensington"
MATS4008,Term 2 2019,"Main Campus, Kensington"
MATS4009,Term 2 2019,"Main Campus, Kensington"
MATS4100,Term 2 2019,"Main Campus, Kensington"
MATS4505,Term 2 2019,"Main Campus, Kensington"
MATS5002,Term 2 2019,"Main Campus, Kensington"
MATS5003,Term 2 2019,"Main Campus, Kensington"
MATS6004,Term 2 2019,"Main Campus, Kensington"
MATS6101,Term 2 2019,"Main Campus, Kensington"
MATS6108,Term 2 2019,"Main Campus, Kensington"
MATS6109,Term 2 2019,"Main Campus, Kensington"
MATS6110,Term 2 2019,"Main Campus, Kensington"
MATS6111,Term 2 2019,"Main Campus, Kensington"
MATS6113,Term 2 2019,"Main Campus, Kensington"
MATS6114,Term 2 2019,"Main Campus, Kensington"
MATS0100,Term 3 2019,"Main Campus, Kensington"
MATS0200,Term 3 2019,"Main Campus, Kensington"
MATS1101,Term 3 2019,"Main Campus, Kensington"
MATS1192,Term 3 2019,"Main Campus, Kensington"
MATS2006,Term 3 2019,"Main Campus, Kensington"
MATS2007,Term 3 2019,"Main Campus, Kensington"
MATS4006,Term 3 2019,"Main Campus, Kensington"
MATS4007,Term 3 2019,"Main Campus, Kensington"
MATS4008,Term 3 2019,"Main Campus, Kensington"
MATS4009,Term 3 2019,"Main Campus, Kensington"
MATS4100,Term 3 2019,"Main Campus, Kensington"
MATS4505,Term 3 2019,"Main Campus, Kensington"
MATS5003,Term 3 2019,"Main Campus, Kensington"
MATS6002,Term 3 2019,"Main Campus, Kensington"
MATS6102,Term 3 2019,"Main Campus, Kensington"
MATS6105,Term 3 2019,"Main Campus, Kensington"
MATS6113,Term 3 2019,"Main Campus, Kensington"
MATS6114,Term 3 2019,"Main Campus, Kensington"
MBAX9202,Summer Term 2019,"Main Campus, Kensington"
MBAX6272,Term 1 2019,"Main Campus, Kensington"
MBAX6274,Term 1 2019,"Main Campus, Kensington"
MBAX9101,Term 1 2019,"Main Campus, Kensington"
MBAX9104,Term 1 2019,"Main Campus, Kensington"
MBAX9114,Term 1 2019,"Main Campus, Kensington"
MBAX9122,Term 1 2019,"Main Campus, Kensington"
MBAX9123,Term 1 2019,"Main Campus, Kensington"
MBAX9125,Term 1 2019,"Main Campus, Kensington"
MBAX9132,Term 1 2019,"Main Campus, Kensington"
MBAX9134,Term 1 2019,"Main Campus, Kensington"
MBAX9135,Term 1 2019,"Main Campus, Kensington"
MBAX9138,Term 1 2019,"Main Campus, Kensington"
MBAX9139,Term 1 2019,"Main Campus, Kensington"
MBAX9143,Term 1 2019,"Main Campus, Kensington"
MBAX9150,Term 1 2019,"Main Campus, Kensington"
MBAX9155,Term 1 2019,"Main Campus, Kensington"
MBAX9202,Term 1 2019,"Main Campus, Kensington"
MBAX6271,Term 2 2019,"Main Campus, Kensington"
MBAX6273,Term 2 2019,"Main Campus, Kensington"
MBAX9120,Term 2 2019,"Main Campus, Kensington"
MBAX9125,Term 2 2019,"Main Campus, Kensington"
MBAX9130,Term 2 2019,"Main Campus, Kensington"
MBAX9136,Term 2 2019,"Main Campus, Kensington"
MBAX9137,Term 2 2019,"Main Campus, Kensington"
MBAX9142,Term 2 2019,"Main Campus, Kensington"
MBAX9143,Term 2 2019,"Main Campus, Kensington"
MBAX9151,Term 2 2019,"Main Campus, Kensington"
MBAX9153,Term 2 2019,"Main Campus, Kensington"
MBAX9154,Term 2 2019,"Main Campus, Kensington"
MBAX9155,Term 2 2019,"Main Campus, Kensington"
MBAX9202,Term 2 2019,"Main Campus, Kensington"
MBAX6272,Term 3 2019,"Main Campus, Kensington"
MBAX6274,Term 3 2019,"Main Campus, Kensington"
MBAX9114,Term 3 2019,"Main Campus, Kensington"
MBAX9120,Term 3 2019,"Main Campus, Kensington"
MBAX9123,Term 3 2019,"Main Campus, Kensington"
MBAX9127,Term 3 2019,"Main Campus, Kensington"
MBAX9131,Term 3 2019,"Main Campus, Kensington"
MBAX9135,Term 3 2019,"Main Campus, Kensington"
MBAX9136,Term 3 2019,"Main Campus, Kensington"
MBAX9136,Term 3 2019,"Main Campus, Kensington"
MBAX9140,Term 3 2019,"Main Campus, Kensington"
MBAX9141,Term 3 2019,"Main Campus, Kensington"
MBAX9155,Term 3 2019,"Main Campus, Kensington"
MBAX9202,Term 3 2019,"Main Campus, Kensington"
MDCN7007,Term 1 2019,"Main Campus, Kensington"
MDCN7007,Term 2 2019,"Main Campus, Kensington"
MDCN7007,Term 3 2019,"Main Campus, Kensington"
MDIA3006,Summer Term 2019,"Main Campus, Kensington"
MDIA1002,Term 1 2019,"Main Campus, Kensington"
MDIA2000,Term 1 2019,"Main Campus, Kensington"
MDIA2003,Term 1 2019,"Main Campus, Kensington"
MDIA2005,Term 1 2019,"Main Campus, Kensington"
MDIA2006,Term 1 2019,"Main Campus, Kensington"
MDIA2007,Term 1 2019,"Main Campus, Kensington"
MDIA2010,Term 1 2019,"Main Campus, Kensington"
MDIA2011,Term 1 2019,"Main Campus, Kensington"
MDIA3002,Term 1 2019,"Main Campus, Kensington"
MDIA3004,Term 1 2019,"Main Campus, Kensington"
MDIA3007,Term 1 2019,"Main Campus, Kensington"
MDIA3009,Term 1 2019,"Main Campus, Kensington"
MDIA3010,Term 1 2019,"Main Campus, Kensington"
